functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2013-01-01T00:00:00,"""2013-01-01T23:00:00.000Z""",4,113,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7455091VG4175E,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7455091&rc2=VG4175E,390 m2,390
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2013-01-01T00:00:00,"""2013-01-01T23:00:00.000Z""",4,113,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7449613VG4174G,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7449613&rc2=VG4174G,240 m2,240
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2013-01-01T00:00:00,"""2013-01-01T23:00:00.000Z""",4,113,4_2_retail,1,0,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7150321VG4175A,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7150321&rc2=VG4175A,111 m2,111
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2013-01-01T00:00:00,"""2013-01-01T23:00:00.000Z""",4,113,4_2_retail,1,0,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7150308VG4175A,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7150308&rc2=VG4175A,480 m2,480
functional,1875-01-01T00:00:00,"""1875-01-01T23:00:00.000Z""",1988-01-01T00:00:00,"""1988-01-01T23:00:00.000Z""",29,113,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=451275A0000000,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=451275A&rc2=0000000,595 m2,595
functional,1891-01-01T00:00:00,"""1891-01-01T23:00:00.000Z""",2003-01-01T00:00:00,"""2003-01-01T23:00:00.000Z""",14,112,1_residential,4,0,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7338001VG4173G,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7338001&rc2=VG4173G,36519 m2,36519
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2012-01-01T00:00:00,"""2012-01-01T23:00:00.000Z""",5,112,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6745002VG4164F,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6745002&rc2=VG4164F,332 m2,332
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1960-01-01T00:00:00,"""1960-01-01T23:00:00.000Z""",57,110,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8053106VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8053106&rc2=VG4185C,114 m2,114
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1960-01-01T00:00:00,"""1960-01-01T23:00:00.000Z""",57,110,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8053105VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8053105&rc2=VG4185C,77 m2,77
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1960-01-01T00:00:00,"""1960-01-01T23:00:00.000Z""",57,110,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8053104VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8053104&rc2=VG4185C,70 m2,70
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2010-01-01T00:00:00,"""2010-01-01T23:00:00.000Z""",7,110,4_3_publicServices,1,0,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7953006VG4175D,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7953006&rc2=VG4175D,2811 m2,2811
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1959-01-01T00:00:00,"""1959-01-01T23:00:00.000Z""",58,109,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8054106VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8054106&rc2=VG4185C,90 m2,90
